CaseID	CrashDate	CrashTime	VehicleCount	TruckCount	CarCount	NonMotoristCount	CrashType	CrashPARSevCode	CrashRESSevCode	Summary	Day	CollisionType	Treatment	OCCFatality	CRAAlcohol	AnyDrugsCrash	PSU	PSUStrata	RATWeight
807005525	2002-06-01	19:02	1	1	0	0	Vehicle to object -+- Object (building) off road	3	3	Vehicle 1, a 2001 Ford F-750 single rear axle dump truck, towing a 2002 Custom  construction trailer with a Bobcat skid loader on it, was northbound in lane 1 of a 4 lane urban roadway.  The roadway curved to the right.  On the left side of the roadway at	6	57	3	0	1	1	11	6	68.691
807005605	2002-07-01	02:02	1	1	0	0	Vehicle to objects -+- Object on shoulder/rollover	3	2	Vehicle 1, a 2002 Mitsubishi straight van <26,000GVWR, was westbound in lane 1 of 2 westbound lanes of a 4-lane interstate roadway.  A parked/abandoned, unoccupied vehicle was parked on the right shoulder of the westbound lanes.  Vehicle 1 sideswiped the	2	57	4	0	2	2	11	6	125.127
807005649	2002-07-01	21:50	2	1	1	0	Vehicle to vehicle -+- Rear end	2	3	Vehicle 1, a 2002 Oldsmobile Silhouette, was eastbound in lane 1 of 2 eastbound lanes of a 4-lane interstate roadway.  Vehicle 2, a 1993 Volvo White/GMC conventional tractor pulling a 1995 53' Fruehauf van trailer, was eastbound in lane 1 of the same road	6	66	3	0	2	1	11	6	68.691
807005712	2002-08-01	09:40	1	1	0	0	Single vehicle-semi truck -+- Rollover/object off	1	2	Vehicle 1, a 2000 Freightliner conventional tractor pulling a 53' 1998 Monteray van trailer, was northbound in lane 1 of 2 northbound lanes of a 4-lane divided interstate with a positive divider. The trailer contained 19,320 kgs of brake caliper auto part	3	57	0	2	2	1	11	6	125.127
807005713	2002-08-01	18:49	1	1	0	0	Single vehicle-semi -+- Rollover	2	2	Vehicle 1, a 2001 Volvo GM conventional tractor pulling a 48' 2000 Transcraft flatbed trailer, was southbound in lane 1 of 2 southbound lanes of a 4 lane interstate.  The trailer was carrying a load of scaffolding weighing 21546kgs hand-loaded by the driv	3	57	4	0	2	2	11	6	125.127
807005714	2002-08-01	06:00	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	2	2	Vehicle 1, a 1996 Chevrolet S-10 pickup, was merging from a cloverleaf entrance ramp onto the 3 eastbound lanes of a wet, bituminous, 6 lane, divided interstate.  Vehicle 2, a 1994 conventional Kenworth tractor pulling a 1994 Utility refrigerated trailer	2	54	6	0	2	2	11	6	125.127
807005785	2002-09-01	15:18	2	1	1	0	Vehicle to vehicle -+- head on/car vs semi	2	2	Vehicle 1, a 1986 Toyota 4-door, was northbound in the through lane of a 2-lane, 2-way, bituminous roadway.  Vehicle 2, a 2000 International/Navistar conventional tractor pulling a 48' Strick van semi trailer loaded with 6,000lbs, was southbound in the th	6	30	4	0	2	1	11	6	125.127
807005786	2002-09-01	09:43	1	1	0	0	Single vehicle-gravel train -+- multiple objects/r	3	2	Vehicle 1, a 1997 Ford LTL 9000 day cab tractor pulling a semi gravel dump trailer and a full gravel dump trailer, both fully loaded with limestone, was northbound in lane 1 of 2 northbound lanes of a 4 lane interstate.  The unrestrained driver (and singl	7	57	4	0	2	1	11	6	125.127
807005831	2002-09-01	14:40	2	1	1	0	Vehicle to vehicle/car vs truc -+- Angle	1	2	Vehicle 1, a 1992 Dodge Spirit 4dr sedan, was eastbound in lane 2 of 2 eastbound lanes of a 4 lane interstate.  Vehicle 2, a 1993 Kenworth conventional tractor pulling an empty, 48ft, 1996 Wabash van, semi-trailer, was eastbound in lane 1 of the same road	6	30	4	0	2	1	11	6	125.127
807005946	2002-10-01	01:45	1	1	0	0	Single vehicle-semi-truck -+- Object/off road	1	2	Vehicle 1, a 2001 Peterbilt conventional tractor, was traveling southbound pulling a 1998 Trailmobile, 53ft, refrigerated van trailer loaded with 11,605kgs of carrots.  V1 had exited  the 2 southbound lanes of a 4-lane interstate onto an entrance/exit lan	6	57	3	0	2	2	11	6	125.127
807005947	2002-10-01	15:01	3	1	2	0	car vs car vs truck -+- angle/sideswipe	3	3	Vehicle 1, a 1999 Chevrolet Lumina, was turning left (south) from a 2-lane highway onto a 3-lane state highway after stopping for a flashing red stop signal.  Vehicle 2, a 1992 Chevrolet full sized pickup truck, was turning right (south) at the same inter	6	28	3	0	2	1	11	6	68.691
807005948	2002-10-01	15:29	2	1	1	0	Multiple Vehicles -+- Multiple Impacts	3	4	Vehicle 1, a 1988 Toyota Corolla 4-door, was northbound on a 2-lane, bituminous, rural roadway approaching an intersection with a rural, 2-lane, bituminous, minor arterial, county roadway.  V1's roadway was controlled at the intersection by stop signs for	1	30	3	1	2	2	11	6	21.198
807006248	2003-02-01	08:40	3	1	2	0	Multi-vehicle to object(s) -+- Angle/sideswipe	2	2	Vehicle one, a 1993 Mazda MX-3, was traveling south in lane two of two southbound lanes of a four-lane, bituminous, straight, level, interstate highway.  Vehicle two, a 2002 Chevrolet Silverado pickup truck, was traveling south in lane two of the same roa	2	28	4	0	2	1	11	6	125.127
807006265	2003-02-01	10:21	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	2	3	V1, a 1991 Plymouth Acclaim 4dr, was westbound in lane 1 of 3 westbound lanes of a 6 lane with positive barrier, bituminous interstate.  V2, a 1999 Sterling medium heavy tractor pulling 2 dump trailers, was westbound in lane 1 of the same roadway followin	2	30	3	0	2	1	11	6	68.691
807006325	2003-03-01	11:56	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	2	2	Vehicle 1, a 2000 Honda CRV, was southbound in lane 1 of a 2-lane, 2-way, bituminous, heavily traveled, state highway.  Vehicle 2, a 1995 Freightliner conventional tractor, pulling a 1996 53' Monon van trailer with 9,500 lbs of cargo, was southbound in la	4	47	4	0	2	1	11	6	125.127
808004021	2001-03-01	07:40	2	1	1	0	Vehicle to Vehicle -+- Angle/Sideswipe	1	2	Vehicle 1 was traveling East in the 1st lane on a 4 lane, 2 way, dry asphalt roadway which has an uphill grade.  The driver was approaching a "T" type intersection with traffic signals nearly at the crest of the hill.  This crash occurred at dawn, leaving	3	54	4	0	2	1	12	5	0
808004226	2001-06-01	08:48	1	1	0	0	Vehicle -+- Rollover	1	2	Vehicle 1 was traveling on a dry concrete entrance ramp to a westbound, one-way expressway.  The precrash slope is +3/122cm (2.5 percent) with a right curve negotiation.  There was loss of control as the load began to shift at the top of the entrance ramp	3	57	4	0	2	2	12	5	292.312
808004227	2001-06-01	12:34	2	1	1	0	Vehicle to Vehicle -+- Rear End	3	3	Vehicle 1 was traveling westbound on a 2 lane, no passing and no parking, dry asphalt roadway within a residential zone during daylight hours.  Vehicle 2 was stopped in the westbound lane of the same roadway at a T type intersection with flashers activate	4	47	3	0	2	2	12	5	160.472
808004228	2001-06-01	13:40	2	1	1	0	Vehicle to Vehicle -+- Angle/Sideswipe	3	2	Vehicle 1 was traveling southbound on a 5 lane, 2 way, dry asphalt roadway during daylight conditions.  Vehicle 1 approached a 4 leg intersection with full color traffic signals which were functioning.  The driver was in the second lane and maneuvered thr	4	30	4	0	2	2	12	5	292.312
808004361	2001-07-01	08:50	3	1	2	0	Multi-Vehicle -+- Multi-Object	2	3	Vehicles 1, 2 & 3 were traveling south on a 3 lane, 1 way divided expressway with positive barrier present.  The asphalt roadway was dry and the day was clear.  Vehicle 1 was in the first lane leaving the roadway onto the right shoulder,  traveling over 7	3	22	3	0	2	2	12	5	160.472
808004521	2001-09-01	09:45	2	1	1	0	Object off road -+- angle	3	3	Vehicle A (non-contact vehicle) and vehicle 1 were traveling southbound on a dry, 2 lane, concrete expressway at a high rate of speed. The two vehicles were chasing and passing each other for several kilometers. Vehicle A changed lanes from the left lane	5	30	3	0	2	1	12	5	0
808004725	2001-11-01	12:54	2	1	1	0	Vehicle to Vehicle -+- Angle/Sideswipe	2	3	Vehicle 1 was southbound on a 5-lane, 2 way, dry asphalt roadway during daylight hours.  Vehicle 1 changed lanes into the center left turn lane anticipating a left turn into a private property driveway.  Turning left from the left turn lane, vehicle 1 cro	6	47	3	0	2	2	12	5	160.472
808005489	2002-07-01	12:59	2	2	0	0	vehicle to vehicle -+- rear end	3	3	V1, a Mack tractor pulling two dump trailers, drove into the back of V2, a Freightliner tractor pulling one van trailer that had slowed down due to traffic backed up on the road ahead.  The slow traffic was the result of a work zone which required two lan	2	60	3	0	2	2	12	5	160.472
808005602	2002-08-01	04:30	1	1	0	0	single driver -+- left roadside departure	6	6	Police officers arrived at the scene and found the driver slumped over the steering wheel deceased,  apparently the victim of a heart attack.  The truck came to rest on the left shoulder and sustained some damage to the left front fender and bumper as a r	5	57	1	2	2	1	12	5	0
808005621	2002-09-01	18:19	2	1	1	0	vehicle to vehicle -+- rollover	2	2	V2, a tractor trailer truck was traveling east bound on an interstate highway when it started to move over one lane to the right.  At the last second the driver realized there was a car in the way, so he abrubtly swerved back into his original lane of tra	4	30	3	0	2	1	12	5	292.312
808005724	2002-10-01	12:55	2	1	0	0	vehicle to vehicle -+- angle	3	3	V2 (a tractor-trailer) was traveling northbound on a 2-lane asphalt highway (undivided) and had just crossed through a signalized cross intersection when the driver braked hard, locking his trailer wheels in an attempt to avoid a golf cart (V1) that was c	4	59	3	0	9	1	12	5	160.472
808005785	2002-11-01	22:00	3	1	2	0	MULTIPLE VEHICLE -+- SIDESWIPE / ANGLE	4	4	Vehicle 3 was headed east in lane 2 of a 2 lane, wet, asphalt roadway after dark and with no artificial lighting. Vehicle 2 was traveling east in lane 1. Vehicle 1 was traveling west in lane 1 of the same expressway. As vehicle 2 attempted a lane change t	4	28	3	1	9	1	12	5	49.52
808005786	2002-11-01	10:20	2	1	1	0	vehicle to vehicle -+- rear end	4	4	This fatal accident occurred on an interstate highway less than 0.1 mile north of the point where 2 lanes of one highway joined with 2 lanes of another highway for a total of 4 northbound lanes.  The driver of V1 was killed when her Buick Rendezvous struc	5	47	4	1	2	2	12	5	49.52
808006003	2003-01-01	23:58	1	1	0	0	Vehicle to Object(s) -+- Head-on	4	4	This fatal crash involved one medium/heavy truck: a propane tanker truck that crashed into an energy absorbing barrier protecting concrete new jersey barriers which were installed to prevent vehicles from plunging off an embankment that separated the elev	4	57	2	1	2	1	12	5	49.52
808006085	2003-02-01	00:03	2	1	1	0	Vehicle to vehicle -+- Rear end	3	3	Vehicle 1, a 2001 Dodge Dakota was traveling behind V2, a 2000 Kenworth tractor-trailer heading northbound in the first lane of a 2-lane, divided, concrete, expressway without positive barrier.  It was dark and unlighted and the roadway was icy.  The fron	3	54	3	0	1	1	12	5	160.472
808006121	2003-03-01	07:09	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	2	2	At 07:09 on a snowy weekday morning, a Kenworth tractor with no trailer (bobtail) lost control on the slick roadway as it entered on to a northbound interstate highway from an entrance ramp, having just left a westbound interstate highway.  After the bobt	5	30	4	0	2	2	12	5	292.312
808006241	2003-04-01	14:55	2	1	1	0	Vehicle to Object(s) -+- Object off road	2	3	The crash occurred just before 3:00 p.m. on a Monday afternoon.  V2, a 2001 Ford F650-based armored truck was traveling north in the first of three northbound lanes on a divided highway.  As V2 negotiated a slight curve to the right, the driver sideswiped	2	30	3	0	2	1	12	5	160.472
808006265	2003-04-01	04:09	3	1	2	0	Multi-vehicle -+- Angle/sideswipe	2	1	V2, a 2000 Lincoln LS and V3, a 2000 International 9200i tractor pulling a 1999 Great Dane closed van trailer were traveling west in the driving lane on a level, two lane, one way divided roadway with a posted speed limit of 70mph (113 kph).  V1, a 2000 F	5	12	4	0	2	1	12	5	0
808006301	2003-05-01	07:30	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	1	3	At approximately 07:30  in the morning a 2001 Freightliner semi tractor trailer, (V2),  and  a 2003 Chevrolet pick-up truck, (V1), were traveling southbound on an interstate highway in lane one.  The roadway was dry concrete,  level, and straight. Lane th	5	54	4	0	2	1	12	5	160.472
808006401	2003-05-01	09:15	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	1	2	In this non-fatal accident, a Plymouth Cruiser sideswiped a well-drilling truck.  The driver of the Cruiser (V1) suffers from multiple sclerosis and was observed driving erratically for several miles prior to the accident.  As the Cruiser was traveling we	6	30	4	0	2	1	12	5	292.312
808006445	2003-06-01	09:39	4	1	3	0	Multi-vehicle -+- Angle/sideswipe	3	3	This crash involved three passenger vehicles and a 1991 Freightliner semi truck carrying 2 cargo trailers filled with gravel.  The roadway was constructed of asphalt and was dry.  The crash took place during daylight conditions and there were no obstructi	6	25	3	0	2	1	12	5	160.472
808006501	2003-06-01	17:15	1	1	0	0	Vehicle to Object(s) -+- Non-collision	6	6	Vehicle 1 was a 1990 International tractor pulling an empty 1975 Arco semi tanker trailer eastbound on a one-lane interstate highway entrance/exit ramp.  The roadway was dry, and straight with daylight conditions.         Vehicle 1 exited the highway to t	5	57	0	2	2	1	12	5	0
808006705	2003-08-01	03:05	1	1	0	0	Vehicle to Object(s) -+- Rollover	2	2	V1 was a 1999 Freightliner tractor pulling a 1999 Great Dane van semi trailer eastbound on a concrete urban interstate.  V1 exited the interstate on a one-lane interchange exit ramp with very minimal super elevation, narrow shoulders, and a guardrail on t	4	57	4	0	2	2	12	5	292.312
809003721	2001-05-01	08:50	3	1	2	0	Compact pickup/Large pickupw/l -+- sideswipe/heado	4	4	Vehicle # 1 was northbound on a 2 lane asphalt, dry, 55mph, level, rural highway. Vehicle # 2 & # 3 were southbound on the same road way as vehicle # 1. Vehicle # 1 came across the centerline and clipped vehicle # 2's mirror and slid along the side of the	6	53	4	1	2	2	13	6	41.321
809003801	2001-05-01	09:37	1	1	0	0	TRUCK /BARRIER -+- HEADON	1	2	Vehicle # 1 was traveling northbound on a 4 lane divided highway. A 4 wheel vehicle was coming around the truck fast from the left and another was coming down the entrance ramp fast and they both tried to get into the right lane right in front of the truc	4	57	4	0	2	1	13	6	243.914
809003861	2001-06-01	17:03	1	1	0	0	ROLLOVER -+- ROLLOVER	4	4	Vehicle #1 was north bound on a divided 4 lane , dry ,straight, level ,visiblity over 1 mile. While north bound a recap on the front came off south of the bridge. At this point the driver started to brake. Also before the bridge we found pieces of tire in	3	57	1	1	2	2	13	6	41.321
809003921	2001-06-01	17:31	3	1	2	0	TRUCK/CAR/UTILITY -+- REAREND	2	2	Vehicle #1 was northbound on 4 lane divided US highway when an ambalance pulled out in front of everyone and they all put their brakes on . Vehicle # 2 was northbound on the same road , and behind was vehicle #3, a garbage truck loaded, which was unable t	2	22	4	0	2	1	13	6	243.914
